"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"16.03.2020",6.107,6.331,6.362,5.814,"583,61M","-7,88%"
"17.03.2020",6.498,6.444,6.557,6.083,"388,45M","6,41%"
"18.03.2020",6.274,6.370,6.524,6.174,"398,61M","-3,44%"
"19.03.2020",6.395,6.368,6.506,6.228,"346,23M","1,93%"
"20.03.2020",6.443,6.645,6.769,6.371,"486,80M","0,74%"
"23.03.2020",6.230,6.223,6.472,6.148,"282,03M","-3,31%"
"24.03.2020",6.717,6.433,6.717,6.403,"301,21M","7,82%"
"25.03.2020",6.942,6.985,7.058,6.625,"322,63M","3,35%"
"26.03.2020",7.033,6.789,7.033,6.759,"248,81M","1,31%"
"27.03.2020",6.777,6.916,6.936,6.661,"225,32M","-3,63%"
"30.03.2020",6.659,6.748,6.789,6.507,"232,01M","-1,74%"
"31.03.2020",6.785,6.746,6.802,6.624,"258,18M","1,88%"
"01.04.2020",6.579,6.627,6.687,6.565,"235,11M","-3,04%"
"02.04.2020",6.574,6.633,6.658,6.424,"233,31M","-0,08%"
"03.04.2020",6.581,6.563,6.632,6.509,"215,39M","0,11%"
"06.04.2020",6.844,6.807,6.874,6.728,"225,97M","3,99%"
"07.04.2020",7.002,6.986,7.119,6.903,"260,86M","2,30%"
"08.04.2020",6.951,6.930,6.952,6.860,"155,91M","-0,72%"
"09.04.2020",7.070,7.049,7.116,6.918,"240,35M","1,71%"
"14.04.2020",7.108,7.209,7.209,7.080,"259,99M","0,54%"
"15.04.2020",6.839,7.065,7.086,6.816,"289,92M","-3,79%"
"16.04.2020",6.763,6.930,6.950,6.733,"237,96M","-1,11%"
"17.04.2020",6.875,6.942,7.000,6.845,"251,27M","1,66%"
"20.04.2020",6.831,6.932,6.933,6.715,"186,64M","-0,64%"
"21.04.2020",6.634,6.741,6.760,6.634,"200,78M","-2,88%"
"22.04.2020",6.719,6.685,6.729,6.654,"177,93M","1,28%"
"23.04.2020",6.746,6.758,6.797,6.713,"163,72M","0,40%"
"24.04.2020",6.613,6.641,6.710,6.578,"182,93M","-1,97%"
"27.04.2020",6.731,6.780,6.790,6.667,"147,26M","1,78%"
"28.04.2020",6.836,6.724,6.857,6.707,"233,78M","1,55%"
"29.04.2020",7.055,6.829,7.055,6.816,"247,76M","3,21%"
"30.04.2020",6.922,7.084,7.128,6.918,"314,98M","-1,89%"
"04.05.2020",6.673,6.767,6.767,6.673,"241,56M","-3,60%"
"05.05.2020",6.747,6.772,6.815,6.680,"203,87M","1,11%"
"06.05.2020",6.671,6.719,6.762,6.666,"166,02M","-1,13%"
"07.05.2020",6.730,6.714,6.747,6.666,"167,46M","0,89%"
"08.05.2020",6.783,6.790,6.807,6.715,"128,58M","0,78%"
"11.05.2020",6.672,6.830,6.854,6.651,"217,44M","-1,63%"
"12.05.2020",6.762,6.672,6.795,6.663,"172,85M","1,36%"
"13.05.2020",6.631,6.694,6.728,6.631,"245,67M","-1,94%"
"14.05.2020",6.545,6.569,6.609,6.421,"258,95M","-1,29%"
"15.05.2020",6.474,6.594,6.624,6.466,"203,85M","-1,08%"
"18.05.2020",6.779,6.583,6.790,6.558,"203,49M","4,70%"
"19.05.2020",6.609,6.864,6.872,6.555,"501,36M","-2,51%"
"20.05.2020",6.683,6.593,6.697,6.499,"341,45M","1,13%"
"21.05.2020",6.686,6.612,6.773,6.579,"258,58M","0,04%"
"22.05.2020",6.697,6.618,6.751,6.585,"292,69M","0,17%"
"25.05.2020",6.856,6.766,6.856,6.725,"187,07M","2,38%"
"26.05.2020",7.003,6.940,7.023,6.917,"383,73M","2,15%"
"27.05.2020",7.174,7.034,7.229,7.030,"501,01M","2,44%"
"28.05.2020",7.224,7.237,7.244,7.141,"375,47M","0,69%"
"29.05.2020",7.096,7.164,7.201,7.096,"903,98M","-1,77%"
"01.06.2020",7.221,7.228,7.276,7.160,"291,93M","1,76%"
"02.06.2020",7.408,7.264,7.445,7.236,"402,95M","2,59%"
"03.06.2020",7.626,7.487,7.629,7.448,"445,04M","2,95%"
"04.06.2020",7.566,7.567,7.669,7.516,"514,86M","-0,78%"
"05.06.2020",7.872,7.672,7.890,7.664,"573,28M","4,04%"
"08.06.2020",7.896,7.813,7.992,7.796,"557,21M","0,30%"
"09.06.2020",7.752,7.878,7.914,7.683,"453,06M","-1,82%"
"10.06.2020",7.663,7.779,7.861,7.649,"355,56M","-1,14%"
"11.06.2020",7.278,7.486,7.486,7.278,"456,67M","-5,04%"
"12.06.2020",7.292,7.232,7.425,7.205,"370,13M","0,20%"
"15.06.2020",7.259,7.116,7.309,7.062,"329,04M","-0,46%"
"16.06.2020",7.495,7.420,7.599,7.349,"388,21M","3,25%"
"17.06.2020",7.478,7.458,7.552,7.402,"333,50M","-0,22%"
"18.06.2020",7.390,7.436,7.495,7.318,"326,76M","-1,18%"
"19.06.2020",7.414,7.444,7.502,7.401,"634,64M","0,32%"
"22.06.2020",7.345,7.371,7.426,7.300,"220,42M","-0,92%"
"23.06.2020",7.438,7.408,7.495,7.366,"260,90M","1,26%"
"24.06.2020",7.195,7.403,7.440,7.195,"248,46M","-3,27%"
"25.06.2020",7.270,7.176,7.295,7.077,"267,87M","1,04%"
"26.06.2020",7.178,7.324,7.344,7.172,"215,72M","-1,26%"
"29.06.2020",7.278,7.160,7.318,7.146,"216,62M","1,39%"
"30.06.2020",7.231,7.270,7.307,7.173,"233,65M","-0,64%"
"01.07.2020",7.227,7.245,7.283,7.127,"194,03M","-0,06%"
"02.07.2020",7.498,7.292,7.538,7.292,"310,24M","3,75%"
"03.07.2020",7.403,7.510,7.520,7.374,"181,47M","-1,27%"
"06.07.2020",7.556,7.566,7.632,7.517,"253,51M","2,06%"
"07.07.2020",7.447,7.491,7.511,7.441,"191,35M","-1,44%"
"08.07.2020",7.326,7.361,7.382,7.307,"213,49M","-1,62%"
"09.07.2020",7.236,7.369,7.383,7.221,"176,47M","-1,22%"
"10.07.2020",7.321,7.198,7.324,7.183,"182,31M","1,16%"
"13.07.2020",7.426,7.403,7.452,7.345,"179,02M","1,45%"
"14.07.2020",7.352,7.344,7.352,7.268,"201,39M","-1,01%"
"15.07.2020",7.487,7.416,7.529,7.317,"262,96M","1,84%"
"16.07.2020",7.474,7.438,7.498,7.425,"178,62M","-0,17%"
"17.07.2020",7.440,7.474,7.485,7.395,"196,83M","-0,46%"
"20.07.2020",7.478,7.442,7.495,7.365,"148,68M","0,51%"
"21.07.2020",7.494,7.554,7.654,7.473,"300,45M","0,22%"
"22.07.2020",7.390,7.474,7.498,7.368,"192,70M","-1,39%"
"23.07.2020",7.384,7.434,7.442,7.357,"167,59M","-0,07%"
"24.07.2020",7.294,7.301,7.322,7.241,"183,91M","-1,22%"
"27.07.2020",7.170,7.267,7.268,7.141,"232,71M","-1,70%"
"28.07.2020",7.246,7.191,7.257,7.170,"162,30M","1,06%"
"29.07.2020",7.206,7.247,7.260,7.171,"210,36M","-0,55%"
"30.07.2020",6.996,7.192,7.192,6.924,"324,38M","-2,91%"
"31.07.2020",6.877,7.025,7.049,6.877,"312,30M","-1,70%"
"03.08.2020",6.975,6.867,6.983,6.788,"282,34M","1,42%"
"04.08.2020",7.021,7.003,7.064,6.955,"225,24M","0,67%"
"05.08.2020",7.039,7.073,7.123,7.027,"208,80M","0,26%"
"06.08.2020",6.957,7.022,7.046,6.917,"205,85M","-1,16%"
"07.08.2020",6.950,6.929,6.961,6.876,"184,15M","-0,11%"
"10.08.2020",7.053,7.004,7.053,6.957,"208,03M","1,49%"
"11.08.2020",7.263,7.104,7.290,7.104,"271,63M","2,97%"
"12.08.2020",7.296,7.250,7.317,7.225,"219,85M","0,45%"
"13.08.2020",7.250,7.267,7.321,7.240,"159,77M","-0,62%"
"14.08.2020",7.154,7.224,7.227,7.064,"175,80M","-1,33%"
"17.08.2020",7.090,7.141,7.173,7.064,"131,24M","-0,90%"
"18.08.2020",7.043,7.065,7.165,7.024,"142,78M","-0,66%"
"19.08.2020",7.094,7.039,7.094,7.002,"132,23M","0,72%"
"20.08.2020",6.993,7.011,7.034,6.974,"155,67M","-1,42%"
"21.08.2020",6.982,7.016,7.025,6.900,"171,12M","-0,16%"
"24.08.2020",7.109,7.044,7.120,7.037,"147,79M","1,82%"
"25.08.2020",7.108,7.147,7.215,7.103,"189,75M","-0,01%"
"26.08.2020",7.123,7.088,7.136,7.070,"122,06M","0,21%"
"27.08.2020",7.090,7.114,7.130,7.029,"162,18M","-0,45%"
"28.08.2020",7.133,7.114,7.162,7.055,"193,35M","0,60%"
"31.08.2020",6.969,7.174,7.198,6.960,"205,26M","-2,29%"
"01.09.2020",6.956,7.038,7.042,6.903,"226,08M","-0,18%"
"02.09.2020",6.996,6.973,7.046,6.963,"208,51M","0,57%"
"03.09.2020",7.006,7.065,7.159,6.971,"246,67M","0,13%"
"04.09.2020",6.989,7.015,7.133,6.954,"462,54M","-0,23%"
"07.09.2020",7.080,7.032,7.098,7.013,"257,58M","1,30%"
"08.09.2020",6.955,7.087,7.102,6.899,"246,70M","-1,78%"
"09.09.2020",7.020,6.946,7.038,6.938,"202,90M","0,95%"
"10.09.2020",6.999,7.020,7.050,6.967,"211,10M","-0,31%"
"11.09.2020",6.943,6.989,7.000,6.910,"209,12M","-0,80%"
"14.09.2020",6.951,6.989,7.005,6.935,"199,77M","0,11%"
"15.09.2020",7.036,6.958,7.064,6.954,"204,19M","1,22%"
"16.09.2020",7.110,7.048,7.110,7.020,"239,81M","1,06%"
"17.09.2020",7.086,7.027,7.101,7.013,"214,24M","-0,35%"
"18.09.2020",6.929,7.073,7.075,6.923,"975,21M","-2,21%"
"21.09.2020",6.692,6.892,6.892,6.678,"384,70M","-3,43%"
"22.09.2020",6.648,6.752,6.758,6.645,"286,49M","-0,65%"
"23.09.2020",6.654,6.717,6.781,6.654,"294,83M","0,08%"
"24.09.2020",6.643,6.577,6.705,6.562,"285,83M","-0,16%"
"25.09.2020",6.628,6.647,6.681,6.552,"263,36M","-0,23%"
"28.09.2020",6.791,6.709,6.798,6.681,"212,05M","2,46%"
"29.09.2020",6.713,6.769,6.790,6.713,"198,77M","-1,15%"
"30.09.2020",6.716,6.663,6.771,6.639,"247,93M","0,04%"
"01.10.2020",6.730,6.789,6.800,6.701,"227,52M","0,21%"
"02.10.2020",6.754,6.675,6.754,6.648,"227,14M","0,35%"
"05.10.2020",6.837,6.814,6.851,6.794,"237,49M","1,23%"
"06.10.2020",6.936,6.860,6.975,6.838,"265,23M","1,44%"
"07.10.2020",6.910,6.920,6.952,6.887,"207,42M","-0,38%"
"08.10.2020",6.992,6.953,7.018,6.951,"202,09M","1,20%"
"09.10.2020",6.950,6.992,7.024,6.936,"182,75M","-0,60%"
"12.10.2020",6.951,6.968,6.979,6.924,"167,26M","0,00%"
"13.10.2020",6.875,6.945,6.960,6.854,"205,87M","-1,09%"
"14.10.2020",6.916,6.880,6.946,6.846,"178,69M","0,60%"
"15.10.2020",6.816,6.840,6.842,6.763,"237,25M","-1,44%"
"16.10.2020",6.849,6.851,6.877,6.784,"234,16M","0,48%"
"19.10.2020",6.860,6.882,6.932,6.816,"173,62M","0,15%"
"20.10.2020",6.927,6.834,6.972,6.826,"221,48M","0,98%"
"21.10.2020",6.811,6.961,6.962,6.806,"207,33M","-1,67%"
"22.10.2020",6.796,6.775,6.839,6.709,"212,05M","-0,22%"
"23.10.2020",6.893,6.802,6.902,6.791,"221,93M","1,42%"
"26.10.2020",6.796,6.797,6.904,6.789,"195,99M","-1,40%"
"27.10.2020",6.651,6.845,6.846,6.647,"273,17M","-2,14%"
"28.10.2020",6.474,6.560,6.563,6.423,"323,76M","-2,66%"
"29.10.2020",6.411,6.467,6.514,6.329,"298,20M","-0,97%"
"30.10.2020",6.452,6.351,6.461,6.345,"260,71M","0,63%"
"02.11.2020",6.585,6.481,6.590,6.396,"222,25M","2,07%"
"03.11.2020",6.751,6.636,6.760,6.608,"281,85M","2,52%"
"04.11.2020",6.781,6.616,6.790,6.563,"274,82M","0,45%"
"05.11.2020",6.924,6.833,6.948,6.814,"255,82M","2,10%"
"06.11.2020",6.870,6.890,6.940,6.829,"206,31M","-0,78%"
"09.11.2020",7.459,6.972,7.535,6.945,"751,20M","8,57%"
"10.11.2020",7.711,7.447,7.720,7.439,"705,61M","3,38%"
"11.11.2020",7.793,7.733,7.804,7.675,"401,25M","1,07%"
"12.11.2020",7.726,7.721,7.773,7.688,"309,66M","-0,87%"
"13.11.2020",7.783,7.698,7.823,7.686,"297,81M","0,75%"
"16.11.2020",7.986,7.905,8.102,7.879,"601,88M","2,60%"
"17.11.2020",7.934,7.979,7.979,7.835,"428,97M","-0,65%"
"18.11.2020",7.981,7.914,7.994,7.888,"296,39M","0,59%"
"19.11.2020",7.930,7.907,7.978,7.863,"261,61M","-0,64%"
"20.11.2020",7.977,7.938,8.001,7.920,"232,65M","0,60%"
"23.11.2020",7.981,8.029,8.067,7.972,"278,31M","0,04%"
"24.11.2020",8.143,8.052,8.143,8.045,"351,64M","2,03%"
"25.11.2020",8.164,8.172,8.199,8.084,"294,45M","0,26%"
"26.11.2020",8.104,8.184,8.184,8.086,"218,32M","-0,74%"
"27.11.2020",8.190,8.069,8.190,8.054,"415,13M","1,06%"
"30.11.2020",8.076,8.130,8.165,8.075,"544,91M","-1,39%"
"01.12.2020",8.140,8.112,8.176,8.100,"284,95M","0,79%"
"02.12.2020",8.220,8.111,8.226,8.104,"310,84M","0,98%"
"03.12.2020",8.200,8.208,8.223,8.154,"233,47M","-0,24%"
"04.12.2020",8.322,8.201,8.322,8.197,"352,97M","1,49%"
"07.12.2020",8.275,8.283,8.296,8.225,"228,16M","-0,57%"
"08.12.2020",8.227,8.262,8.273,8.206,"202,82M","-0,58%"
"09.12.2020",8.235,8.262,8.292,8.223,"212,04M","0,09%"
"10.12.2020",8.182,8.260,8.284,8.124,"272,11M","-0,64%"
"11.12.2020",8.063,8.147,8.151,7.978,"269,81M","-1,46%"
"14.12.2020",8.140,8.160,8.222,8.140,"225,31M","0,96%"
"15.12.2020",8.152,8.153,8.166,8.099,"213,88M","0,14%"
"16.12.2020",8.139,8.166,8.209,8.104,"218,43M","-0,16%"
"17.12.2020",8.153,8.164,8.180,8.110,"193,10M","0,17%"
"18.12.2020",8.037,8.114,8.159,8.036,"355,17M","-1,42%"
"21.12.2020",7.789,7.860,7.872,7.663,"339,12M","-3,08%"
"22.12.2020",7.934,7.822,7.942,7.818,"187,11M","1,85%"
"23.12.2020",8.073,7.948,8.084,7.940,"183,11M","1,76%"
"24.12.2020",8.111,8.101,8.112,8.073,"83,71M,"0",47%"
"28.12.2020",8.155,8.179,8.192,8.122,"147,46M","0,54%"
"29.12.2020",8.174,8.203,8.225,8.167,"143,79M","0,24%"
"30.12.2020",8.154,8.174,8.194,8.149,"129,93M","-0,25%"
"31.12.2020",8.073,8.116,8.129,8.073,"82,26M,"-"0,99%"
